set_id,unit_ordinal,target_name,method_level,text
inst-0937,1,Functionality & Behavior,2,Add a share action to the top header.
inst-0937,2,Layout & Hierarchy,2,Move the card with the arrow rows up.
inst-0937,3,Style,1,Fill the two unselected tabs with light gray and drop their outlines.
inst-0938,1,Content & Information,2,Add the total earned reward to Recent Referrals.
inst-0938,2,Layout & Hierarchy,4,Reorder the two sections below the invite card.
inst-0939,1,Content & Information,2,Show time and duration on the moved stop too.
inst-0939,2,Layout & Hierarchy,4,"Make the ""Ends at"" line catch the eye before the buttons."
inst-0940,1,Environment,4,Adapt the screen for tablet use.
inst-0940,2,Flow & Information Architecture,3,Make the sequence and current stage clear.
inst-0941,1,"Situation, Context & Scenario",3,Address patients whose clinic appointment booking failed.
inst-0941,2,Functionality & Behavior,2,Change the bottom link to contact the clinic directly.
inst-0942,1,"Situation, Context & Scenario",2,Change the map screen into a campus shuttle map.
inst-0942,2,Functionality & Behavior,1,Add a compact bell button beside the selected stop card’s primary action for departure reminders.
inst-0943,1,Functionality & Behavior,2,Add a share button to this card.
inst-0943,2,Layout & Hierarchy,1,Shrink the top photo to a small square and place it left of the title.
inst-0944,1,Environment,2,Change the screen to desktop.
inst-0944,2,Flow & Information Architecture,1,"Make ""Later today"" a stepped run from the session above, times as markers on the spine"
inst-0944,3,Style,3,Make the map read as background behind the panel.
inst-0945,1,Flow & Information Architecture,2,Separate the preferred method from the others in saved methods.
inst-0945,2,Functionality & Behavior,1,Add a compact make-default button at each other-method row’s end beside its account details.
inst-0945,3,Style,2,Make the preferred and other method groups visually distinct.
inst-0946,1,"Situation, Context & Scenario",1,"Change the monthly member goal to a neighborhood food drive, with donated-item total replacing member count."
inst-0946,2,Content & Information,1,Add one line beneath the deadline showing where to take collected items.
inst-0946,3,Layout & Hierarchy,1,"In the progress area, stack the ring above the details and center the group on screen."
inst-0947,1,Content & Information,3,Let readers judge each block's intensity before joining.
inst-0947,2,Functionality & Behavior,1,"Make the bottom attendee line purple with a chevron on the right, tapping opens the full roster."
inst-0947,3,Layout & Hierarchy,2,Move the remaining spots card higher up.
inst-0948,1,Environment,1,Use a tablet layout: place the Series card left and stack Teacher and Episode cards right.
inst-0948,2,Content & Information,3,Make each episode's skill focus visible.
inst-0948,3,Style,3,Give the course detail a learning-focused editorial feel.
inst-0949,1,Environment,3,Move the screen to tablet and fill the full width.
inst-0949,2,Content & Information,3,Let me tell how full the chosen list already is.
inst-0949,3,Layout & Hierarchy,2,"Move the ""start a new list"" line; it's easy to miss."
inst-0950,1,Flow & Information Architecture,3,Make the selection stages clearly ordered.
inst-0951,1,"Situation, Context & Scenario",3,Make it fit parents using a school-family communication service.
inst-0952,1,Environment,3,"Read as a wide desktop dashboard, not a phone screen"
inst-0953,1,Flow & Information Architecture,4,Change how upcoming events are grouped over time.
inst-0953,2,Style,4,Change how the calendar event markers use color.
inst-0954,1,Content & Information,4,Restructure the three numbered steps.
inst-0954,2,Layout & Hierarchy,3,The feature name should be seen before the photo.
inst-0955,1,Environment,1,"Create a desktop workspace: primary navigation in a left rail, existing content centered."
inst-0955,2,Content & Information,2,Add the exact expiration date to each record’s details.
inst-0956,1,Flow & Information Architecture,4,Restructure the Markers list so order shows.
inst-0956,2,Style,4,Make the status row's color stand out differently
inst-0957,1,Content & Information,3,Make timeline sections immediately recognizable.
inst-0957,2,Layout & Hierarchy,1,Distribute the three folder tabs evenly across the full width of the tab row.
inst-0958,1,Environment,2,Adapt the screen for a desktop environment.
inst-0958,2,Content & Information,2,Add owner and last-updated information to the trip details.
inst-0958,3,Functionality & Behavior,2,"Add offline copy download to ""Archive""."
inst-0959,1,Functionality & Behavior,2,"Add a ""Message"" button next to Following too."
inst-0959,2,Layout & Hierarchy,4,Change where the follower counts read.
inst-0959,3,Style,2,Change the tone of the bottom notification row.
inst-0960,1,"Situation, Context & Scenario",2,Change the session player for prescribed rehabilitation routines.
inst-0961,1,Content & Information,1,"Add one line under the meter bar with days left and average daily use, in the same light lavender as the labels."
inst-0962,1,Style,3,Make it feel more personal and profile-like.
inst-0963,1,Layout & Hierarchy,2,Enlarge the image and name in the top featured block.
inst-0964,1,Content & Information,3,Show the available credit expiration date.
inst-0964,2,Functionality & Behavior,4,Change how the coupon header is arranged.
inst-0964,3,Style,4,Make first coupon’s expiry badge feel different.
inst-0965,1,Content & Information,2,Add that the selected quality uses more data.
inst-0966,1,Environment,3,"Make the screen fill a desktop display, no empty sides."
inst-0967,1,Environment,3,Adapt the screen for desktop to use more horizontal space.
inst-0968,1,Functionality & Behavior,4,Rework how the divider row is arranged.
inst-0969,1,Environment,1,"On desktop, make the loading card wider, with the spinner left and text right."
inst-0970,1,Style,2,Give the Overdue badge its own color.
inst-0971,1,Style,1,"Make the briefing cover navy with white type, keeping its existing content and layout."
inst-0972,1,Environment,2,Rebuild the whole screen for a smartwatch.
inst-0973,1,Content & Information,3,Make the shared-workspace purpose come through more specifically.
inst-0973,2,Functionality & Behavior,3,Make the way into the product easy to see.
inst-0973,3,Style,2,Change the brand symbol’s color treatment.
inst-0974,1,"Situation, Context & Scenario",4,Change what this screen identifies
inst-0974,2,Flow & Information Architecture,3,Make recent scans read first by when they were taken.
inst-0974,3,Functionality & Behavior,3,"Need a way to find plants by name, without the camera."
inst-0975,1,Environment,2,Adapt the profile list for desktop.
inst-0976,1,Flow & Information Architecture,4,Change how the two checkboxes group.
inst-0977,1,Flow & Information Architecture,1,"Split the card into two labelled groups — recipient and arrival on top, reference under a divider."
inst-0977,2,Content & Information,1,Add one short gray line with the send date and time right under that gray line.
inst-0978,1,Content & Information,3,Make the combined value of selected accounts visible too.
inst-0979,1,Style,1,"Fill the ""Add card or bank account"" strip with the ""Expired"" red, label and plus white."
inst-0980,1,Functionality & Behavior,4,Show the product row differently.
inst-0981,1,Environment,4,Change the screen to a desktop environment.
inst-0981,2,Layout & Hierarchy,2,Rearrange the lesson summary and saved-list form.
inst-0981,3,Functionality & Behavior,4,Add a management action to the saved-list chooser.
inst-0982,1,Environment,2,"Make the screen desktop, drop the top drag handle."
inst-0982,2,Flow & Information Architecture,2,"Group the ""Send to"" list into sent and not-sent-yet."
inst-0982,3,Content & Information,2,Show the expiry date in the link row too.
inst-0983,1,Environment,1,Make the Balance screen a desktop layout with the balance summary beside recent earnings.
inst-0983,2,Flow & Information Architecture,1,"Turn the recent earnings list into a compact table with separate release, royalty detail, and amount columns."
inst-0983,3,Style,4,Make the balance card feel different.
inst-0984,1,Content & Information,2,Add license coverage and refund terms near the buy button.
inst-0984,2,Layout & Hierarchy,3,Make the product title lead and the price read as detail.
inst-0984,3,Style,3,Screen feels too warm — make it cooler and crisper.
inst-0985,1,Layout & Hierarchy,1,"Move the “Pending fulfillment” card first, keeping the remaining cards in their current order."
inst-0985,2,Functionality & Behavior,2,Add a way to view all orders from “Recent Orders”.
